Epoch,D Loss,G Loss
1,1.15031898021698,1.7358659505844116
2,1.15031898021698,1.7358659505844116
3,1.15031898021698,1.7358659505844116
4,1.15031898021698,1.7358659505844116
5,1.15031898021698,1.7358659505844116
6,1.15031898021698,1.7358659505844116
7,1.15031898021698,1.7358659505844116
8,1.15031898021698,1.7358659505844116
9,1.15031898021698,1.7358659505844116
10,1.15031898021698,1.7358659505844116
